model,context_variant,bump_id,file_name,output_token,input_token
GPT4o,minimal,BBC06,BBC06U249Test_prompt.txt,173,911
GPT4o,minimal,BBC06,BBC06U250Test_prompt.txt,192,899
GPT4o,minimal,BBC06,BBC06U251Test_prompt.txt,325,917
GPT4o,minimal,BBC06,BBC06U252Test_prompt.txt,169,943
GPT4o,minimal,BBC06,BBC06U253Test_prompt.txt,150,846
GPT4o,minimal,BBC06,BBC06U254Test_prompt.txt,211,899
GPT4o,minimal,BBC06,BBC06U255Test_prompt.txt,187,868
GPT4o,minimal,BBC06,BBC06U256Test_prompt.txt,154,846
GPT4o,minimal,BBC06,BBC06U257Test_prompt.txt,167,838
GPT4o,minimal,BBC06,BBC06U258Test_prompt.txt,154,848
GPT4o,minimal,BBC06,BBC06U259Test_prompt.txt,241,940
GPT4o,minimal,BBC06,BBC06U25Test_prompt.txt,200,1044
GPT4o,minimal,BBC06,BBC06U260Test_prompt.txt,181,1041
GPT4o,minimal,BBC06,BBC06U261Test_prompt.txt,261,1020
GPT4o,minimal,BBC06,BBC06U262Test_prompt.txt,338,982
GPT4o,minimal,BBC06,BBC06U263Test_prompt.txt,182,1096
GPT4o,minimal,BBC06,BBC06U264Test_prompt.txt,197,1062
GPT4o,minimal,BBC06,BBC06U265Test_prompt.txt,356,991
GPT4o,minimal,BBC06,BBC06U266Test_prompt.txt,287,991
GPT4o,minimal,BBC06,BBC06U267Test_prompt.txt,312,991
GPT4o,minimal,BBC06,BBC06U268Test_prompt.txt,218,957
GPT4o,minimal,BBC06,BBC06U269Test_prompt.txt,221,945
GPT4o,minimal,BBC06,BBC06U26Test_prompt.txt,246,1213
GPT4o,minimal,BBC06,BBC06U270Test_prompt.txt,185,909
GPT4o,minimal,BBC06,BBC06U271Test_prompt.txt,514,850
GPT4o,minimal,BBC06,BBC06U272Test_prompt.txt,194,909
GPT4o,minimal,BBC06,BBC06U273Test_prompt.txt,162,833
GPT4o,minimal,BBC06,BBC06U274Test_prompt.txt,169,841
GPT4o,minimal,BBC06,BBC06U275Test_prompt.txt,169,830
GPT4o,minimal,BBC06,BBC06U276Test_prompt.txt,246,909
GPT4o,minimal,BBC06,BBC06U277Test_prompt.txt,200,1177
GPT4o,minimal,BBC06,BBC06U278Test_prompt.txt,202,926
GPT4o,minimal,BBC06,BBC06U279Test_prompt.txt,250,907
GPT4o,minimal,BBC06,BBC06U27Test_prompt.txt,204,1056
GPT4o,minimal,BBC06,BBC06U280Test_prompt.txt,330,1174
GPT4o,minimal,BBC06,BBC06U281Test_prompt.txt,226,905
GPT4o,minimal,BBC06,BBC06U282Test_prompt.txt,182,1116
GPT4o,minimal,BBC06,BBC06U283Test_prompt.txt,163,939
GPT4o,minimal,BBC06,BBC06U284Test_prompt.txt,204,1040
GPT4o,minimal,BBC06,BBC06U285Test_prompt.txt,176,839
GPT4o,minimal,BBC06,BBC06U286Test_prompt.txt,193,830
GPT4o,minimal,BBC06,BBC06U289Test_prompt.txt,245,902
GPT4o,minimal,BBC06,BBC06U28Test_prompt.txt,211,1176
GPT4o,minimal,BBC06,BBC06U290Test_prompt.txt,221,840
GPT4o,minimal,BBC06,BBC06U29Test_prompt.txt,186,1001
GPT4o,minimal,BBC06,BBC06U2Test_prompt.txt,230,1148
GPT4o,minimal,BBC06,BBC06U30Test_prompt.txt,154,1093
GPT4o,minimal,BBC06,BBC06U31Test_prompt.txt,232,1017
GPT4o,minimal,BBC06,BBC06U32Test_prompt.txt,407,1052
GPT4o,minimal,BBC06,BBC06U33Test_prompt.txt,246,899
GPT4o,minimal,BBC06,BBC06U34Test_prompt.txt,187,1054
GPT4o,minimal,BBC06,BBC06U35Test_prompt.txt,200,1017
GPT4o,minimal,BBC06,BBC06U36Test_prompt.txt,296,1052
GPT4o,minimal,BBC06,BBC06U3Test_prompt.txt,168,1345
GPT4o,minimal,BBC06,BBC06U42Test_prompt.txt,250,889
GPT4o,minimal,BBC06,BBC06U43Test_prompt.txt,244,846
GPT4o,minimal,BBC06,BBC06U44Test_prompt.txt,228,1173
GPT4o,minimal,BBC06,BBC06U45Test_prompt.txt,182,952
GPT4o,minimal,BBC06,BBC06U46Test_prompt.txt,202,1051
GPT4o,minimal,BBC06,BBC06U47Test_prompt.txt,188,892
GPT4o,minimal,BBC06,BBC06U48Test_prompt.txt,215,959
GPT4o,minimal,BBC06,BBC06U49Test_prompt.txt,183,984
GPT4o,minimal,BBC06,BBC06U4Test_prompt.txt,260,1314
GPT4o,minimal,BBC06,BBC06U50Test_prompt.txt,180,859
GPT4o,minimal,BBC06,BBC06U51Test_prompt.txt,183,1076
GPT4o,minimal,BBC06,BBC06U55Test_prompt.txt,185,1080
GPT4o,minimal,BBC06,BBC06U56Test_prompt.txt,193,1049
GPT4o,minimal,BBC06,BBC06U57Test_prompt.txt,165,1195
GPT4o,minimal,BBC06,BBC06U58Test_prompt.txt,263,1041
GPT4o,minimal,BBC06,BBC06U59Test_prompt.txt,247,1038
GPT4o,minimal,BBC06,BBC06U5Test_prompt.txt,593,1146
GPT4o,minimal,BBC06,BBC06U60Test_prompt.txt,213,1052
GPT4o,minimal,BBC06,BBC06U61Test_prompt.txt,211,903
GPT4o,minimal,BBC06,BBC06U62Test_prompt.txt,563,857
GPT4o,minimal,BBC06,BBC06U63Test_prompt.txt,341,886
GPT4o,minimal,BBC06,BBC06U64Test_prompt.txt,223,902
GPT4o,minimal,BBC06,BBC06U65Test_prompt.txt,566,856
GPT4o,minimal,BBC06,BBC06U66Test_prompt.txt,208,1506
GPT4o,minimal,BBC06,BBC06U67Test_prompt.txt,216,1192
GPT4o,minimal,BBC06,BBC06U68Test_prompt.txt,217,1321
GPT4o,minimal,BBC06,BBC06U69Test_prompt.txt,203,1203
GPT4o,minimal,BBC06,BBC06U6Test_prompt.txt,186,1343
GPT4o,minimal,BBC06,BBC06U70Test_prompt.txt,188,1460
GPT4o,minimal,BBC06,BBC06U71Test_prompt.txt,240,972
GPT4o,minimal,BBC06,BBC06U72Test_prompt.txt,216,1131
GPT4o,minimal,BBC06,BBC06U73Test_prompt.txt,631,981
GPT4o,minimal,BBC06,BBC06U74Test_prompt.txt,805,981
GPT4o,minimal,BBC06,BBC06U75Test_prompt.txt,182,1537
GPT4o,minimal,BBC06,BBC06U76Test_prompt.txt,518,859
GPT4o,minimal,BBC06,BBC06U77Test_prompt.txt,201,1043
GPT4o,minimal,BBC06,BBC06U7Test_prompt.txt,177,878
GPT4o,minimal,BBC06,BBC06U8Test_prompt.txt,191,874
GPT4o,minimal,BBC06,BBC06U9Test_prompt.txt,192,874
GPT4o,minimal,BBC07,BBC07U0Test_prompt.txt,151,862
GPT4o,minimal,BBC07,BBC07U1Test_prompt.txt,146,837
GPT4o,minimal,BBC07,BBC07U2Test_prompt.txt,172,864
GPT4o,minimal,BBC07,BBC07U3Test_prompt.txt,201,917
GPT4o,minimal,BBC07,BBC07U4Test_prompt.txt,334,831
GPT4o,minimal,BBC07,BBC07U5Test_prompt.txt,369,920
GPT4o,minimal,BBC07,BBC07U6Test_prompt.txt,268,923
GPT4o,minimal,BBC07,BBC07U7Test_prompt.txt,192,827
GPT4o,minimal,BBC07,BBC07U8Test_prompt.txt,551,885
GPT4o,minimal,BBC07,BBC07U9Test_prompt.txt,414,819
GPT4o,minimal,BBC10,BBC10U0Test_prompt.txt,511,844
GPT4o,minimal,BBC10,BBC10U100Test_prompt.txt,217,883
GPT4o,minimal,BBC10,BBC10U101Test_prompt.txt,270,847
GPT4o,minimal,BBC10,BBC10U102Test_prompt.txt,294,849
GPT4o,minimal,BBC10,BBC10U103Test_prompt.txt,248,1030
GPT4o,minimal,BBC10,BBC10U108Test_prompt.txt,253,867
GPT4o,minimal,BBC10,BBC10U109Test_prompt.txt,285,894
GPT4o,minimal,BBC10,BBC10U10Test_prompt.txt,419,831
GPT4o,minimal,BBC10,BBC10U113Test_prompt.txt,234,874
GPT4o,minimal,BBC10,BBC10U114Test_prompt.txt,241,839
GPT4o,minimal,BBC10,BBC10U115Test_prompt.txt,203,930
GPT4o,minimal,BBC10,BBC10U116Test_prompt.txt,276,915
GPT4o,minimal,BBC10,BBC10U117Test_prompt.txt,447,945
GPT4o,minimal,BBC10,BBC10U118Test_prompt.txt,235,851
GPT4o,minimal,BBC10,BBC10U119Test_prompt.txt,304,915
GPT4o,minimal,BBC10,BBC10U11Test_prompt.txt,307,997
GPT4o,minimal,BBC10,BBC10U120Test_prompt.txt,295,867
GPT4o,minimal,BBC10,BBC10U121Test_prompt.txt,387,870
GPT4o,minimal,BBC10,BBC10U122Test_prompt.txt,510,1073
GPT4o,minimal,BBC10,BBC10U123Test_prompt.txt,185,986
GPT4o,minimal,BBC10,BBC10U126Test_prompt.txt,224,985
GPT4o,minimal,BBC10,BBC10U127Test_prompt.txt,466,827
GPT4o,minimal,BBC10,BBC10U128Test_prompt.txt,306,943
GPT4o,minimal,BBC10,BBC10U129Test_prompt.txt,493,830
GPT4o,minimal,BBC10,BBC10U12Test_prompt.txt,401,831
GPT4o,minimal,BBC10,BBC10U130Test_prompt.txt,170,870
GPT4o,minimal,BBC10,BBC10U131Test_prompt.txt,450,830
GPT4o,minimal,BBC10,BBC10U132Test_prompt.txt,213,917
GPT4o,minimal,BBC10,BBC10U133Test_prompt.txt,481,830
GPT4o,minimal,BBC10,BBC10U134Test_prompt.txt,208,916
GPT4o,minimal,BBC10,BBC10U135Test_prompt.txt,463,830
GPT4o,minimal,BBC10,BBC10U136Test_prompt.txt,275,1005
GPT4o,minimal,BBC10,BBC10U137Test_prompt.txt,465,830
GPT4o,minimal,BBC10,BBC10U138Test_prompt.txt,341,853
GPT4o,minimal,BBC10,BBC10U139Test_prompt.txt,412,910
GPT4o,minimal,BBC10,BBC10U13Test_prompt.txt,358,963
GPT4o,minimal,BBC10,BBC10U140Test_prompt.txt,251,930
GPT4o,minimal,BBC10,BBC10U141Test_prompt.txt,425,910
GPT4o,minimal,BBC10,BBC10U142Test_prompt.txt,254,938
GPT4o,minimal,BBC10,BBC10U143Test_prompt.txt,252,965
GPT4o,minimal,BBC10,BBC10U144Test_prompt.txt,519,827
GPT4o,minimal,BBC10,BBC10U145Test_prompt.txt,179,870
GPT4o,minimal,BBC10,BBC10U146Test_prompt.txt,462,830
GPT4o,minimal,BBC10,BBC10U147Test_prompt.txt,221,916
GPT4o,minimal,BBC10,BBC10U148Test_prompt.txt,475,830
GPT4o,minimal,BBC10,BBC10U149Test_prompt.txt,325,914
GPT4o,minimal,BBC10,BBC10U14Test_prompt.txt,324,850
GPT4o,minimal,BBC10,BBC10U150Test_prompt.txt,438,834
GPT4o,minimal,BBC10,BBC10U151Test_prompt.txt,248,965
GPT4o,minimal,BBC10,BBC10U152Test_prompt.txt,503,827
GPT4o,minimal,BBC10,BBC10U155Test_prompt.txt,253,909
GPT4o,minimal,BBC10,BBC10U156Test_prompt.txt,238,847
GPT4o,minimal,BBC10,BBC10U157Test_prompt.txt,184,830
GPT4o,minimal,BBC10,BBC10U158Test_prompt.txt,300,854
GPT4o,minimal,BBC10,BBC10U159Test_prompt.txt,199,836
GPT4o,minimal,BBC10,BBC10U15Test_prompt.txt,252,868
GPT4o,minimal,BBC10,BBC10U160Test_prompt.txt,317,848
GPT4o,minimal,BBC10,BBC10U161Test_prompt.txt,255,830
GPT4o,minimal,BBC10,BBC10U162Test_prompt.txt,294,830
GPT4o,minimal,BBC10,BBC10U163Test_prompt.txt,329,828
GPT4o,minimal,BBC10,BBC10U164Test_prompt.txt,221,840
GPT4o,minimal,BBC10,BBC10U165Test_prompt.txt,246,868
GPT4o,minimal,BBC10,BBC10U166Test_prompt.txt,350,863
GPT4o,minimal,BBC10,BBC10U167Test_prompt.txt,305,832
GPT4o,minimal,BBC10,BBC10U168Test_prompt.txt,196,841
GPT4o,minimal,BBC10,BBC10U169Test_prompt.txt,229,869
GPT4o,minimal,BBC10,BBC10U16Test_prompt.txt,252,869
GPT4o,minimal,BBC10,BBC10U170Test_prompt.txt,249,866
GPT4o,minimal,BBC10,BBC10U171Test_prompt.txt,343,857
GPT4o,minimal,BBC10,BBC10U172Test_prompt.txt,197,839
GPT4o,minimal,BBC10,BBC10U179Test_prompt.txt,554,863
GPT4o,minimal,BBC10,BBC10U17Test_prompt.txt,263,823
GPT4o,minimal,BBC10,BBC10U180Test_prompt.txt,148,871
GPT4o,minimal,BBC10,BBC10U181Test_prompt.txt,165,840
GPT4o,minimal,BBC10,BBC10U182Test_prompt.txt,180,828
GPT4o,minimal,BBC10,BBC10U183Test_prompt.txt,388,873
GPT4o,minimal,BBC10,BBC10U184Test_prompt.txt,330,1000
GPT4o,minimal,BBC10,BBC10U185Test_prompt.txt,310,1014
GPT4o,minimal,BBC10,BBC10U186Test_prompt.txt,425,1030
GPT4o,minimal,BBC10,BBC10U18Test_prompt.txt,420,831
GPT4o,minimal,BBC10,BBC10U19Test_prompt.txt,249,963
GPT4o,minimal,BBC10,BBC10U1Test_prompt.txt,296,961
GPT4o,minimal,BBC10,BBC10U20Test_prompt.txt,413,831
GPT4o,minimal,BBC10,BBC10U21Test_prompt.txt,311,922
GPT4o,minimal,BBC10,BBC10U22Test_prompt.txt,409,831
GPT4o,minimal,BBC10,BBC10U23Test_prompt.txt,202,895
GPT4o,minimal,BBC10,BBC10U24Test_prompt.txt,408,834
GPT4o,minimal,BBC10,BBC10U25Test_prompt.txt,285,925
GPT4o,minimal,BBC10,BBC10U26Test_prompt.txt,509,831
